ano_mes,cod_material,des_material,des_familia,cod_tipo_material,unidade_medida,des_categoria_demanda,vlr_consumo_realizado,qtd_realizada,qtd_prevista
2025-06-01,COD_2B2912DA,DES_58A44B7B,DES_1E8682C2,ZEMB,PC,Erratic,180485.4,725365.3,280967.5
2025-05-01,COD_2B2912DA,DES_58A44B7B,DES_1E8682C2,ZEMB,PC,Erratic,268292.8,1078262,307266.6
2025-04-01,COD_2B2912DA,DES_58A44B7B,DES_1E8682C2,ZEMB,PC,Erratic,200432,805531.5,253535.6
2025-03-01,COD_2B2912DA,DES_58A44B7B,DES_1E8682C2,ZEMB,PC,Erratic,190608,766048.8,244080.5
2025-01-01,COD_2B2912DA,DES_58A44B7B,DES_1E8682C2,ZEMB,PC,Erratic,66037.9,265403.6,253700.4
2024-12-01,COD_2B2912DA,DES_58A44B7B,DES_1E8682C2,ZEMB,PC,Erratic,262087,1053319.9,269689.6
2024-10-01,COD_2B2912DA,DES_58A44B7B,DES_1E8682C2,ZEMB,PC,Erratic,15316.7,61556.5,266185.3
2025-09-01,COD_6CD90542,DES_FC660A4A,DES_D8183E10,ZEMB,PC,Erratic,9842.3,6038.2,46037.8
2025-08-01,COD_6CD90542,DES_FC660A4A,DES_D8183E10,ZEMB,PC,Erratic,16297.2,9998.2,32712.6
2025-07-01,COD_6CD90542,DES_FC660A4A,DES_D8183E10,ZEMB,PC,Erratic,105190.9,64534,29786.3
2025-06-01,COD_6CD90542,DES_FC660A4A,DES_D8183E10,ZEMB,PC,Erratic,60952.5,37394,29217
2025-05-01,COD_6CD90542,DES_FC660A4A,DES_D8183E10,ZEMB,PC,Erratic,183280.4,112441.4,26849.3
2025-04-01,COD_6CD90542,DES_FC660A4A,DES_D8183E10,ZEMB,PC,Erratic,256699.6,157483.7,27874.5
2025-03-01,COD_6CD90542,DES_FC660A4A,DES_D8183E10,ZEMB,PC,Erratic,77399.9,47484.4,27469
2024-11-01,COD_6CD90542,DES_FC660A4A,DES_D8183E10,ZEMB,PC,Erratic,47625,29217.6,28222.5
2024-10-01,COD_6CD90542,DES_FC660A4A,DES_D8183E10,ZEMB,PC,Erratic,95971.9,58878.2,31489.9
2025-09-01,COD_E269637E,DES_F8B97AA2,DES_D8183E10,ZEMB,PC,Erratic,12453.3,18074.6,41690.4
2025-08-01,COD_E269637E,DES_F8B97AA2,DES_D8183E10,ZEMB,PC,Erratic,15729.3,22829.2,38368.2
2025-07-01,COD_E269637E,DES_F8B97AA2,DES_D8183E10,ZEMB,PC,Erratic,27530.4,39957.3,46192.3
2025-05-01,COD_E269637E,DES_F8B97AA2,DES_D8183E10,ZEMB,PC,Erratic,20793,30178.7,64092.1
2025-04-01,COD_E269637E,DES_F8B97AA2,DES_D8183E10,ZEMB,PC,Erratic,4341.9,6301.8,62052.4
2025-03-01,COD_E269637E,DES_F8B97AA2,DES_D8183E10,ZEMB,PC,Erratic,2235.2,3244.1,62573.7
2025-02-01,COD_E269637E,DES_F8B97AA2,DES_D8183E10,ZEMB,PC,Erratic,32830.3,47649.5,53294.3
2025-01-01,COD_E269637E,DES_F8B97AA2,DES_D8183E10,ZEMB,PC,Erratic,27026.3,39225.6,68436.6
2024-12-01,COD_E269637E,DES_F8B97AA2,DES_D8183E10,ZEMB,PC,Erratic,4499.2,6530.1,55907.9
2024-11-01,COD_E269637E,DES_F8B97AA2,DES_D8183E10,ZEMB,PC,Erratic,6321.9,9175.5,52495.9
2024-10-01,COD_E269637E,DES_F8B97AA2,DES_D8183E10,ZEMB,PC,Erratic,115712.8,167944,48476.5
2025-08-01,COD_5D97E356,DES_BEC41401,DES_030EEC2D,ZEMB,PC,Smooth,589039.6,161794.4,171848.8
2025-07-01,COD_5D97E356,DES_BEC41401,DES_030EEC2D,ZEMB,PC,Smooth,1471044.1,404058.9,184577.2
2025-06-01,COD_5D97E356,DES_BEC41401,DES_030EEC2D,ZEMB,PC,Smooth,1021080.3,280465.2,193246.4
2025-05-01,COD_5D97E356,DES_BEC41401,DES_030EEC2D,ZEMB,PC,Smooth,218295.8,59960.4,219842.8
2025-04-01,COD_5D97E356,DES_BEC41401,DES_030EEC2D,ZEMB,PC,Smooth,2508002.2,688885.3,205099.9
2025-02-01,COD_5D97E356,DES_BEC41401,DES_030EEC2D,ZEMB,PC,Smooth,419546.6,115239,240438.3
2025-01-01,COD_5D97E356,DES_BEC41401,DES_030EEC2D,ZEMB,PC,Smooth,632541,173743.1,207092.9
2024-12-01,COD_5D97E356,DES_BEC41401,DES_030EEC2D,ZEMB,PC,Smooth,574392.8,157771.3,254062.5
2024-11-01,COD_5D97E356,DES_BEC41401,DES_030EEC2D,ZEMB,PC,Smooth,874731,240266.6,279917.5
2024-10-01,COD_5D97E356,DES_BEC41401,DES_030EEC2D,ZEMB,PC,Smooth,574099.3,157690.7,248212.2
2025-09-01,COD_9ED6C8C2,DES_9796D6B9,DES_1E8682C2,ZEMB,PC,Erratic,36698.9,124237.6,127509.6
2025-08-01,COD_9ED6C8C2,DES_9796D6B9,DES_1E8682C2,ZEMB,PC,Erratic,29954.6,101406.1,132369.3
2025-07-01,COD_9ED6C8C2,DES_9796D6B9,DES_1E8682C2,ZEMB,PC,Erratic,38875.8,131607.4,133522.6
2025-06-01,COD_9ED6C8C2,DES_9796D6B9,DES_1E8682C2,ZEMB,PC,Erratic,7060.7,23903.2,111524.9
2025-05-01,COD_9ED6C8C2,DES_9796D6B9,DES_1E8682C2,ZEMB,PC,Erratic,26170.1,88593.2,141673.8
2025-04-01,COD_9ED6C8C2,DES_9796D6B9,DES_1E8682C2,ZEMB,PC,Erratic,26574.7,89963.6,114783.1
2025-03-01,COD_9ED6C8C2,DES_9796D6B9,DES_1E8682C2,ZEMB,PC,Erratic,43202.5,146253.2,132581.9
2025-02-01,COD_9ED6C8C2,DES_9796D6B9,DES_1E8682C2,ZEMB,PC,Erratic,85210.7,288465.2,125134.6
2024-11-01,COD_9ED6C8C2,DES_9796D6B9,DES_1E8682C2,ZEMB,PC,Erratic,16774.7,56787,134708.8
2024-10-01,COD_9ED6C8C2,DES_9796D6B9,DES_1E8682C2,ZEMB,PC,Erratic,33623.5,113826.3,156393.8
2025-09-01,COD_C7BFC88D,DES_BFA509BB,DES_D8183E10,ZEMB,PC,Erratic,30533.5,11490,17928.1
2025-08-01,COD_C7BFC88D,DES_BFA509BB,DES_D8183E10,ZEMB,PC,Erratic,33998.5,12793.9,26943.5
2025-07-01,COD_C7BFC88D,DES_BFA509BB,DES_D8183E10,ZEMB,PC,Erratic,57813.7,21755.8,24618.3
2025-06-01,COD_C7BFC88D,DES_BFA509BB,DES_D8183E10,ZEMB,PC,Erratic,153662.3,57824.5,28255
2025-05-01,COD_C7BFC88D,DES_BFA509BB,DES_D8183E10,ZEMB,PC,Erratic,106045.6,39905.9,23501.1
2025-04-01,COD_C7BFC88D,DES_BFA509BB,DES_D8183E10,ZEMB,PC,Erratic,32335.5,12168.1,23538.1
2025-02-01,COD_C7BFC88D,DES_BFA509BB,DES_D8183E10,ZEMB,PC,Erratic,314.9,118.5,22710.2
2025-01-01,COD_C7BFC88D,DES_BFA509BB,DES_D8183E10,ZEMB,PC,Erratic,142986,53806.9,21424.5
2024-12-01,COD_C7BFC88D,DES_BFA509BB,DES_D8183E10,ZEMB,PC,Erratic,36266.3,13647.3,18003.6
2024-11-01,COD_C7BFC88D,DES_BFA509BB,DES_D8183E10,ZEMB,PC,Erratic,37418.6,14081,19333
2024-10-01,COD_C7BFC88D,DES_BFA509BB,DES_D8183E10,ZEMB,PC,Erratic,87504,32928.6,22752.4
2025-09-01,COD_089A213C,DES_9E48FF2D,DES_D5109625,ZEMB,PC,Erratic,63760.4,171385.7,199299.8
2025-08-01,COD_089A213C,DES_9E48FF2D,DES_D5109625,ZEMB,PC,Erratic,49581.5,133273.3,189817.7
2025-07-01,COD_089A213C,DES_9E48FF2D,DES_D5109625,ZEMB,PC,Erratic,60071.9,161471.4,197726.1
2025-06-01,COD_089A213C,DES_9E48FF2D,DES_D5109625,ZEMB,PC,Erratic,117755.7,316523.2,228097.2
2025-05-01,COD_089A213C,DES_9E48FF2D,DES_D5109625,ZEMB,PC,Erratic,140981.1,378952.6,211261.3
2025-04-01,COD_089A213C,DES_9E48FF2D,DES_D5109625,ZEMB,PC,Erratic,52204.4,140323.5,215546.1
2025-03-01,COD_089A213C,DES_9E48FF2D,DES_D5109625,ZEMB,PC,Erratic,52498,141112.8,231516.4
2025-02-01,COD_089A213C,DES_9E48FF2D,DES_D5109625,ZEMB,PC,Erratic,16787.9,45124.9,241751
2025-01-01,COD_089A213C,DES_9E48FF2D,DES_D5109625,ZEMB,PC,Erratic,160885.2,432453.5,217695.4
2024-12-01,COD_089A213C,DES_9E48FF2D,DES_D5109625,ZEMB,PC,Erratic,51652.2,138839.8,211853.3
2024-11-01,COD_089A213C,DES_9E48FF2D,DES_D5109625,ZEMB,PC,Erratic,46090.5,123889.7,175692.6
2024-10-01,COD_089A213C,DES_9E48FF2D,DES_D5109625,ZEMB,PC,Erratic,78266.1,210376.5,190550
2025-09-01,COD_D0A0BEF0,DES_BF02D38E,DES_D8183E10,ZEMB,PC,Erratic,8904.3,11526.8,11641.5
2025-08-01,COD_D0A0BEF0,DES_BF02D38E,DES_D8183E10,ZEMB,PC,Erratic,7824.9,10129.5,13044.7
2025-07-01,COD_D0A0BEF0,DES_BF02D38E,DES_D8183E10,ZEMB,PC,Erratic,8848.7,11454.9,12062.7
2025-06-01,COD_D0A0BEF0,DES_BF02D38E,DES_D8183E10,ZEMB,PC,Erratic,1730.1,2239.7,10558.2
2025-05-01,COD_D0A0BEF0,DES_BF02D38E,DES_D8183E10,ZEMB,PC,Erratic,4975.5,6440.9,12011.7
2025-04-01,COD_D0A0BEF0,DES_BF02D38E,DES_D8183E10,ZEMB,PC,Erratic,6241.7,8080,11275.6
2025-03-01,COD_D0A0BEF0,DES_BF02D38E,DES_D8183E10,ZEMB,PC,Erratic,9687.8,12541.1,11443.7
2025-02-01,COD_D0A0BEF0,DES_BF02D38E,DES_D8183E10,ZEMB,PC,Erratic,21971.3,28442.5,12159.3
2024-11-01,COD_D0A0BEF0,DES_BF02D38E,DES_D8183E10,ZEMB,PC,Erratic,4183.4,5415.6,12784
2024-10-01,COD_D0A0BEF0,DES_BF02D38E,DES_D8183E10,ZEMB,PC,Erratic,7864.1,10180.4,14033.3
2025-09-01,COD_140B53EB,DES_91CE3664,DES_D8183E10,ZEMB,PC,Erratic,11575.1,3381.5,17556.9
2025-08-01,COD_140B53EB,DES_91CE3664,DES_D8183E10,ZEMB,PC,Erratic,68.7,20.1,18084.2
2025-07-01,COD_140B53EB,DES_91CE3664,DES_D8183E10,ZEMB,PC,Erratic,41548.1,12137.5,16221.1
2025-06-01,COD_140B53EB,DES_91CE3664,DES_D8183E10,ZEMB,PC,Erratic,50430.4,14732.3,15465.3
2025-05-01,COD_140B53EB,DES_91CE3664,DES_D8183E10,ZEMB,PC,Erratic,33095.3,9668.2,15129.4
2025-02-01,COD_140B53EB,DES_91CE3664,DES_D8183E10,ZEMB,PC,Erratic,70849.7,20697.4,18893.6
2025-01-01,COD_140B53EB,DES_91CE3664,DES_D8183E10,ZEMB,PC,Erratic,54652.6,15965.7,17763.9
2024-12-01,COD_140B53EB,DES_91CE3664,DES_D8183E10,ZEMB,PC,Erratic,14469.9,4227.1,14618.7
2024-11-01,COD_140B53EB,DES_91CE3664,DES_D8183E10,ZEMB,PC,Erratic,13056.7,3814.3,18523.7
2024-10-01,COD_140B53EB,DES_91CE3664,DES_D8183E10,ZEMB,PC,Erratic,65836.2,19232.8,13679.8
2025-09-01,COD_9B26E36F,DES_31F44E2E,DES_E4F636ED,ZEMB,PC,Erratic,104353.9,48437.3,34337.5
2025-08-01,COD_9B26E36F,DES_31F44E2E,DES_E4F636ED,ZEMB,PC,Erratic,160902.2,74576.8,28714.6
2025-07-01,COD_9B26E36F,DES_31F44E2E,DES_E4F636ED,ZEMB,PC,Erratic,81654.5,37782.2,34519.7
2025-06-01,COD_9B26E36F,DES_31F44E2E,DES_E4F636ED,ZEMB,PC,Erratic,93250.7,43335.9,27854.3
2025-05-01,COD_9B26E36F,DES_31F44E2E,DES_E4F636ED,ZEMB,PC,Erratic,27119.4,12630.1,26144.5
2025-04-01,COD_9B26E36F,DES_31F44E2E,DES_E4F636ED,ZEMB,PC,Erratic,78047.8,36673.2,27204.4
2025-03-01,COD_9B26E36F,DES_31F44E2E,DES_E4F636ED,ZEMB,PC,Erratic,83945.8,39444.5,28946.7
2025-02-01,COD_9B26E36F,DES_31F44E2E,DES_E4F636ED,ZEMB,PC,Erratic,111622,52258.5,27362
2025-01-01,COD_9B26E36F,DES_31F44E2E,DES_E4F636ED,ZEMB,PC,Erratic,226332.4,105255.4,31101.1
2024-12-01,COD_9B26E36F,DES_31F44E2E,DES_E4F636ED,ZEMB,PC,Erratic,59706.1,27626.5,28112.4
2024-11-01,COD_9B26E36F,DES_31F44E2E,DES_E4F636ED,ZEMB,PC,Erratic,48745.6,22555,21036.1
2024-10-01,COD_9B26E36F,DES_31F44E2E,DES_E4F636ED,ZEMB,PC,Erratic,60142.8,27878.1,22910.9
2025-09-01,COD_1EF5CE8E,DES_50E701AE,DES_E4F636ED,ZEMB,PC,Erratic,92463.9,54880.8,84060.1
2025-07-01,COD_1EF5CE8E,DES_50E701AE,DES_E4F636ED,ZEMB,PC,Erratic,139672,82900.7,87744
2025-06-01,COD_1EF5CE8E,DES_50E701AE,DES_E4F636ED,ZEMB,PC,Erratic,177204.4,102852.7,84494.4
2025-05-01,COD_1EF5CE8E,DES_50E701AE,DES_E4F636ED,ZEMB,PC,Erratic,349700.4,207112,82400.6
2025-04-01,COD_1EF5CE8E,DES_50E701AE,DES_E4F636ED,ZEMB,PC,Erratic,264322.8,149990.8,85710.4
2025-03-01,COD_1EF5CE8E,DES_50E701AE,DES_E4F636ED,ZEMB,PC,Erratic,138846.6,69096.8,79806.3
2025-02-01,COD_1EF5CE8E,DES_50E701AE,DES_E4F636ED,ZEMB,PC,Erratic,235067.9,111505.9,81673.9
2025-01-01,COD_1EF5CE8E,DES_50E701AE,DES_E4F636ED,ZEMB,PC,Erratic,252839.8,142728.8,95449
2024-12-01,COD_1EF5CE8E,DES_50E701AE,DES_E4F636ED,ZEMB,PC,Erratic,189457.1,96861.1,92395
2024-11-01,COD_1EF5CE8E,DES_50E701AE,DES_E4F636ED,ZEMB,PC,Erratic,179317.5,91884.8,92470.8
2024-10-01,COD_1EF5CE8E,DES_50E701AE,DES_E4F636ED,ZEMB,PC,Erratic,51586.7,30618.7,104686.2
2025-09-01,COD_F2F79D0A,DES_0565B76C,DES_D8183E10,ZEMB,PC,Erratic,29044.7,24219.8,16919.5
2025-07-01,COD_F2F79D0A,DES_0565B76C,DES_D8183E10,ZEMB,PC,Erratic,26849,22388.9,12304.4
2025-06-01,COD_F2F79D0A,DES_0565B76C,DES_D8183E10,ZEMB,PC,Erratic,22922.9,19115,16499
2025-04-01,COD_F2F79D0A,DES_0565B76C,DES_D8183E10,ZEMB,PC,Erratic,30933.5,25794.9,12928.2
2025-03-01,COD_F2F79D0A,DES_0565B76C,DES_D8183E10,ZEMB,PC,Erratic,56459.3,47080.3,12453.4
2025-02-01,COD_F2F79D0A,DES_0565B76C,DES_D8183E10,ZEMB,PC,Erratic,3475.1,2897.8,9841.6
2024-12-01,COD_F2F79D0A,DES_0565B76C,DES_D8183E10,ZEMB,PC,Erratic,23831.1,19872.3,12975.5
2024-11-01,COD_F2F79D0A,DES_0565B76C,DES_D8183E10,ZEMB,PC,Erratic,36296.8,30267.2,9971.7
2024-10-01,COD_F2F79D0A,DES_0565B76C,DES_D8183E10,ZEMB,PC,Erratic,18291.2,15252.7,8867.1
2025-09-01,COD_10BBD1A8,DES_98FF4B7D,DES_D8183E10,ZEMB,PC,Erratic,1785487,442650,356746.9
2025-08-01,COD_10BBD1A8,DES_98FF4B7D,DES_D8183E10,ZEMB,PC,Erratic,2772090.4,687244.3,248722.6
2025-07-01,COD_10BBD1A8,DES_98FF4B7D,DES_D8183E10,ZEMB,PC,Erratic,1329884.4,329699,269594.6
2025-06-01,COD_10BBD1A8,DES_98FF4B7D,DES_D8183E10,ZEMB,PC,Erratic,1547026.4,383531.9,279955.1
2025-05-01,COD_10BBD1A8,DES_98FF4B7D,DES_D8183E10,ZEMB,PC,Erratic,497960.7,123452.2,256608.4
2025-04-01,COD_10BBD1A8,DES_98FF4B7D,DES_D8183E10,ZEMB,PC,Erratic,1359367.8,337008.4,237504.4
2025-03-01,COD_10BBD1A8,DES_98FF4B7D,DES_D8183E10,ZEMB,PC,Erratic,1554102.2,385286.1,281375.5
2025-02-01,COD_10BBD1A8,DES_98FF4B7D,DES_D8183E10,ZEMB,PC,Erratic,1959016.4,485670.6,230124.8
2025-01-01,COD_10BBD1A8,DES_98FF4B7D,DES_D8183E10,ZEMB,PC,Erratic,3985099.1,987968,283164.4
2024-12-01,COD_10BBD1A8,DES_98FF4B7D,DES_D8183E10,ZEMB,PC,Erratic,1185442.4,293889.6,238599.6
2024-11-01,COD_10BBD1A8,DES_98FF4B7D,DES_D8183E10,ZEMB,PC,Erratic,857549.5,212599.9,214225.2
2024-10-01,COD_10BBD1A8,DES_98FF4B7D,DES_D8183E10,ZEMB,PC,Erratic,910076.7,225622.2,209698.1
2025-09-01,COD_91E6E675,DES_ED3D729C,DES_D8183E10,ZEMB,PC,Erratic,156635.8,255298.7,163533.2
2025-08-01,COD_91E6E675,DES_ED3D729C,DES_D8183E10,ZEMB,PC,Erratic,20908.5,34078.6,150676.8
2025-07-01,COD_91E6E675,DES_ED3D729C,DES_D8183E10,ZEMB,PC,Erratic,72150.1,117596.6,155672.1
2025-06-01,COD_91E6E675,DES_ED3D729C,DES_D8183E10,ZEMB,PC,Erratic,227396.4,370631,151938.5
2025-05-01,COD_91E6E675,DES_ED3D729C,DES_D8183E10,ZEMB,PC,Erratic,36313.2,59186.5,158054.7
2025-04-01,COD_91E6E675,DES_ED3D729C,DES_D8183E10,ZEMB,PC,Erratic,205347.1,334693,147394.4
2025-02-01,COD_91E6E675,DES_ED3D729C,DES_D8183E10,ZEMB,PC,Erratic,155811.9,253956,137800.9
2024-11-01,COD_91E6E675,DES_ED3D729C,DES_D8183E10,ZEMB,PC,Erratic,126035.6,205423.7,148499.2
2024-10-01,COD_91E6E675,DES_ED3D729C,DES_D8183E10,ZEMB,PC,Erratic,163469.8,266437.6,140600.8
2025-09-01,COD_6B2FCDEF,DES_912E8572,DES_E4F636ED,ZEMB,PC,Smooth,23874.4,16747.8,41531.3
2025-07-01,COD_6B2FCDEF,DES_912E8572,DES_E4F636ED,ZEMB,PC,Smooth,5159.6,3619.4,40438.1
2025-05-01,COD_6B2FCDEF,DES_912E8572,DES_E4F636ED,ZEMB,PC,Smooth,74042.3,51940.4,31594.8
2025-04-01,COD_6B2FCDEF,DES_912E8572,DES_E4F636ED,ZEMB,PC,Smooth,64901.8,45528.3,30574.1
2025-02-01,COD_6B2FCDEF,DES_912E8572,DES_E4F636ED,ZEMB,PC,Smooth,105901.1,74289.2,38945.1
2025-01-01,COD_6B2FCDEF,DES_912E8572,DES_E4F636ED,ZEMB,PC,Smooth,82797.4,58082,38446.6
2024-12-01,COD_6B2FCDEF,DES_912E8572,DES_E4F636ED,ZEMB,PC,Smooth,17250.6,12101.2,43094.3
2024-11-01,COD_6B2FCDEF,DES_912E8572,DES_E4F636ED,ZEMB,PC,Smooth,16813,11794.2,43417.8
2024-10-01,COD_6B2FCDEF,DES_912E8572,DES_E4F636ED,ZEMB,PC,Smooth,10519.9,7379.7,44309.4
2025-09-01,COD_091B35C7,DES_D3DB8F55,DES_D8183E10,ZEMB,PC,Smooth,2564061.4,343831.8,261529.6
2025-08-01,COD_091B35C7,DES_D3DB8F55,DES_D8183E10,ZEMB,PC,Smooth,5735522.3,769113.8,235038.5
2025-07-01,COD_091B35C7,DES_D3DB8F55,DES_D8183E10,ZEMB,PC,Smooth,3881220.2,520458.3,223897.9
2025-06-01,COD_091B35C7,DES_D3DB8F55,DES_D8183E10,ZEMB,PC,Smooth,2667934.7,357760.9,203575.5
2025-05-01,COD_091B35C7,DES_D3DB8F55,DES_D8183E10,ZEMB,PC,Smooth,4744986.6,636286.4,207872.4
2025-04-01,COD_091B35C7,DES_D3DB8F55,DES_D8183E10,ZEMB,PC,Smooth,1985456.5,266242.9,215492.1
2025-03-01,COD_091B35C7,DES_D3DB8F55,DES_D8183E10,ZEMB,PC,Smooth,2203681.4,295506.1,238227
2025-02-01,COD_091B35C7,DES_D3DB8F55,DES_D8183E10,ZEMB,PC,Smooth,2801246.6,375637.5,236106.2
2025-01-01,COD_091B35C7,DES_D3DB8F55,DES_D8183E10,ZEMB,PC,Smooth,1406863.3,188655.5,229500.4
2024-12-01,COD_091B35C7,DES_D3DB8F55,DES_D8183E10,ZEMB,PC,Smooth,919752.6,123335.6,240094.7
2024-11-01,COD_091B35C7,DES_D3DB8F55,DES_D8183E10,ZEMB,PC,Smooth,1512058.8,202761.9,214683.4
2024-10-01,COD_091B35C7,DES_D3DB8F55,DES_D8183E10,ZEMB,PC,Smooth,2021042.1,271014.8,243833.7
2025-09-01,COD_68F2C62B,DES_1009BAED,DES_1E8682C2,ZEMB,PC,Erratic,18002.2,44820.7,31736.5
2025-08-01,COD_68F2C62B,DES_1009BAED,DES_1E8682C2,ZEMB,PC,Erratic,29329.8,73023.4,25430.8
2025-07-01,COD_68F2C62B,DES_1009BAED,DES_1E8682C2,ZEMB,PC,Erratic,10442.4,25998.8,29875.7
2025-06-01,COD_68F2C62B,DES_1009BAED,DES_1E8682C2,ZEMB,PC,Erratic,17306.1,43087.6,31269.3
2025-05-01,COD_68F2C62B,DES_1009BAED,DES_1E8682C2,ZEMB,PC,Erratic,5478.8,13640.8,25704.9
2025-04-01,COD_68F2C62B,DES_1009BAED,DES_1E8682C2,ZEMB,PC,Erratic,12306.8,30640.6,24983.3
2025-03-01,COD_68F2C62B,DES_1009BAED,DES_1E8682C2,ZEMB,PC,Erratic,14099.3,35103.5,24893.8
2025-02-01,COD_68F2C62B,DES_1009BAED,DES_1E8682C2,ZEMB,PC,Erratic,15709.6,39112.8,21892.6
2025-01-01,COD_68F2C62B,DES_1009BAED,DES_1E8682C2,ZEMB,PC,Erratic,41412.1,103105.2,25997.6
2024-12-01,COD_68F2C62B,DES_1009BAED,DES_1E8682C2,ZEMB,PC,Erratic,11217.6,27928.8,26881.9
2024-11-01,COD_68F2C62B,DES_1009BAED,DES_1E8682C2,ZEMB,PC,Erratic,9000.8,22409.5,25755.7
2024-10-01,COD_68F2C62B,DES_1009BAED,DES_1E8682C2,ZEMB,PC,Erratic,11597.2,28874,22312.5
2025-09-01,COD_0D02A03F,DES_2296465C,DES_1E8682C2,ZEMB,PC,Erratic,22906.7,55961.6,100538
2025-07-01,COD_0D02A03F,DES_2296465C,DES_1E8682C2,ZEMB,PC,Erratic,40636.3,99274.2,106550.6
2025-06-01,COD_0D02A03F,DES_2296465C,DES_1E8682C2,ZEMB,PC,Erratic,30031.1,73365.9,90448.4
2025-05-01,COD_0D02A03F,DES_2296465C,DES_1E8682C2,ZEMB,PC,Erratic,89928.9,219696.7,92654.6
2025-04-01,COD_0D02A03F,DES_2296465C,DES_1E8682C2,ZEMB,PC,Erratic,64439,157424.8,92385
2025-03-01,COD_0D02A03F,DES_2296465C,DES_1E8682C2,ZEMB,PC,Erratic,24772.1,60518.2,84788.3
2025-02-01,COD_0D02A03F,DES_2296465C,DES_1E8682C2,ZEMB,PC,Erratic,45222.4,110478.3,86664.7
2025-01-01,COD_0D02A03F,DES_2296465C,DES_1E8682C2,ZEMB,PC,Erratic,66544.5,162568,104409.9
2024-12-01,COD_0D02A03F,DES_2296465C,DES_1E8682C2,ZEMB,PC,Erratic,40014.8,97756.4,107532
2024-11-01,COD_0D02A03F,DES_2296465C,DES_1E8682C2,ZEMB,PC,Erratic,53123.4,129780.3,103725.4
2024-10-01,COD_0D02A03F,DES_2296465C,DES_1E8682C2,ZEMB,PC,Erratic,11732.8,28663,109613.1
2025-09-01,COD_FBA6EF2B,DES_E78D7188,DES_030EEC2D,ZEMB,PC,Smooth,1075785.9,238658.2,187797.3
2025-08-01,COD_FBA6EF2B,DES_E78D7188,DES_030EEC2D,ZEMB,PC,Smooth,1187048.9,263341.4,176535.9
2025-07-01,COD_FBA6EF2B,DES_E78D7188,DES_030EEC2D,ZEMB,PC,Smooth,704625.3,156317.9,177385
2025-06-01,COD_FBA6EF2B,DES_E78D7188,DES_030EEC2D,ZEMB,PC,Smooth,27977.9,6206.8,202639.9
2025-05-01,COD_FBA6EF2B,DES_E78D7188,DES_030EEC2D,ZEMB,PC,Smooth,1097144.6,243396.6,183528.3
2025-04-01,COD_FBA6EF2B,DES_E78D7188,DES_030EEC2D,ZEMB,PC,Smooth,1012177.8,224547.1,147259.9
2025-03-01,COD_FBA6EF2B,DES_E78D7188,DES_030EEC2D,ZEMB,PC,Smooth,666959.9,147962,184414.6
2025-02-01,COD_FBA6EF2B,DES_E78D7188,DES_030EEC2D,ZEMB,PC,Smooth,692560.8,153641.5,155752.9
2025-01-01,COD_FBA6EF2B,DES_E78D7188,DES_030EEC2D,ZEMB,PC,Smooth,1319844.5,292801.5,147420.3
2024-12-01,COD_FBA6EF2B,DES_E78D7188,DES_030EEC2D,ZEMB,PC,Smooth,1360284.5,301773,180374.7
2024-11-01,COD_FBA6EF2B,DES_E78D7188,DES_030EEC2D,ZEMB,PC,Smooth,149947.2,33265.1,167789.4
2024-10-01,COD_FBA6EF2B,DES_E78D7188,DES_030EEC2D,ZEMB,PC,Smooth,1248027.1,276869.2,139212.7
2025-09-01,COD_4E8CC0F6,DES_59B7588E,DES_D8183E10,ZEMB,PC,Smooth,12071075.9,3384485.4,2252335
2025-08-01,COD_4E8CC0F6,DES_59B7588E,DES_D8183E10,ZEMB,PC,Smooth,15962444.8,4475546.6,1953639.4
2025-07-01,COD_4E8CC0F6,DES_59B7588E,DES_D8183E10,ZEMB,PC,Smooth,6232271.3,1747402.8,2044803.5
2025-06-01,COD_4E8CC0F6,DES_59B7588E,DES_D8183E10,ZEMB,PC,Smooth,1015792.4,284807.6,2157369.5
2025-05-01,COD_4E8CC0F6,DES_59B7588E,DES_D8183E10,ZEMB,PC,Smooth,8298888.7,2326840.5,2136625.8
2025-04-01,COD_4E8CC0F6,DES_59B7588E,DES_D8183E10,ZEMB,PC,Smooth,13304103.9,3730201.5,1433967
2025-03-01,COD_4E8CC0F6,DES_59B7588E,DES_D8183E10,ZEMB,PC,Smooth,5105158.1,1431383,2220389.7
2025-02-01,COD_4E8CC0F6,DES_59B7588E,DES_D8183E10,ZEMB,PC,Smooth,4972483,1394183.7,2188175.5
2025-01-01,COD_4E8CC0F6,DES_59B7588E,DES_D8183E10,ZEMB,PC,Smooth,10215470.6,2864211.3,1983540.7
2024-12-01,COD_4E8CC0F6,DES_59B7588E,DES_D8183E10,ZEMB,PC,Smooth,12079893.7,3386957.8,1986503.5
2024-11-01,COD_4E8CC0F6,DES_59B7588E,DES_D8183E10,ZEMB,PC,Smooth,1283866.9,359970.3,1745364
2024-10-01,COD_4E8CC0F6,DES_59B7588E,DES_D8183E10,ZEMB,PC,Smooth,9429411.8,2643816.3,1670885.6
2025-09-01,COD_348EE15E,DES_A309EB2F,DES_D8183E10,ZEMB,PC,Erratic,117510.6,105071.2,65485.5
2025-08-01,COD_348EE15E,DES_A309EB2F,DES_D8183E10,ZEMB,PC,Erratic,134008.1,119822.4,58093.7
2025-07-01,COD_348EE15E,DES_A309EB2F,DES_D8183E10,ZEMB,PC,Erratic,118391.1,105858.5,53155.6
