ano_mes,des_familia,cod_tipo_material,volume_realizado,volume_previsto,valor_consumo_realizado,erro_absoluto,wmape,pct_acumulado_valor,classe_pareto_valor,forecastability,slope_wmape,tendencia_erro,flag_quick_win,flag_revisao_estrutural,peso_negocio,impacto_ponderado
2024-10-01,DES_D8183E10,ZEMB,71387459.69999997,50315279.90000003,65917313.00000001,35155315.800000004,49.24578623155576,0.9981799069418646,C,Intermittent,-0.8405455138703585,Melhora,0,0,1.2,42186378.96
2024-10-01,DES_D8183E10,ZEMB,71387459.69999997,50315279.90000003,65917313.00000001,35155315.800000004,49.24578623155576,0.6489192702177098,A,Intermittent,-0.8405455138703585,Melhora,0,1,1.2,42186378.96
2025-01-01,DES_FE1875EF,ZDIP,922.1,416.8,41827.2,505.3,54.798828760438134,0.9999999999999999,C,Intermittent,8.469440388560182,Piora,0,0,1.1,555.83
2024-11-01,DES_D8183E10,ZMEA,2530775.3999999994,7709633,115379.59999999999,5245901.800000001,207.28436826120574,0.9999437011553518,C,Intermittent,-0.8405455138703585,Melhora,0,0,1.0,5245901.800000001
2024-11-01,DES_D8183E10,ZMEA,2530775.3999999994,7709633,115379.59999999999,5245901.800000001,207.28436826120574,0.9981339094189046,C,Intermittent,-0.8405455138703585,Melhora,0,0,1.0,5245901.800000001
2024-11-01,DES_D8183E10,ZMEA,2530775.3999999994,7709633,115379.59999999999,5245901.800000001,207.28436826120574,0.8173124946570607,B,Intermittent,-0.8405455138703585,Melhora,0,1,1.0,5245901.800000001
2024-10-01,DES_D8183E10,ZMEA,12419090.300000003,7650567.100000001,556703.1000000001,8419380.600000001,67.79385926519915,0.9997115785207356,C,Intermittent,-0.8405455138703585,Melhora,0,0,1.0,8419380.600000001
2024-10-01,DES_D8183E10,ZMEA,12419090.300000003,7650567.100000001,556703.1000000001,8419380.600000001,67.79385926519915,0.9981799069418646,C,Intermittent,-0.8405455138703585,Melhora,0,0,1.0,8419380.600000001
2024-10-01,DES_D8183E10,ZMEA,12419090.300000003,7650567.100000001,556703.1000000001,8419380.600000001,67.79385926519915,0.6489192702177098,A,Intermittent,-0.8405455138703585,Melhora,0,1,1.0,8419380.600000001
2024-10-01,DES_1E8682C2,ZEMB,7913605.900000001,8516595.600000001,3918543.5999999996,4916153.700000002,62.12280169271509,0.9951257821010768,C,Intermittent,0.7186586593998603,Piora,0,0,1.2,5899384.440000002
2024-12-01,DES_030EEC2D,ZEMB,13305691.299999997,8848643.1,59523496.8,7454196.4,56.02261642730282,0.7977842272370425,A,Intermittent,0.1693223087407568,Estável,0,1,1.2,8945035.68
2025-06-01,DES_C0971FAE,ZEMB,291697.2,621770.3,114201.4,357217.9,122.46188856115177,0.9999830889133862,C,Smooth,-9.360578050425811,Melhora,0,0,1.2,428661.48000000004
2025-06-01,DES_9657CF6E,ROH,3203169.3000000007,2613702.2200000007,102302720.89999999,845447.5599999996,26.394095372979486,0.5064883357389737,A,Smooth,-0.35027631165759315,Melhora,0,0,1.3,1099081.8279999995
2025-07-01,DES_D5109625,ZEMB,6903041.500000002,9169605.899999997,7416967.4,3119729.0000000005,45.19354258554001,0.9854527311849154,C,Smooth,-0.7116894393542568,Melhora,0,0,1.2,3743674.8000000003
2025-04-01,DES_030EEC2D,ZEMB,11552227.799999999,8639588.800000003,48606943.599999994,7241959.200000003,62.68885383302434,0.8333431182136175,B,Intermittent,0.1693223087407568,Estável,0,1,1.2,8690351.040000003
2025-07-01,DES_D8183E10,ZMEA,6908403.2,6742623.2,333774.50000000006,2730615.6,39.5260021881757,0.9994380683104426,C,Intermittent,-0.8405455138703585,Melhora,0,0,1.0,2730615.6
2025-07-01,DES_D8183E10,ZMEA,6908403.2,6742623.2,333774.50000000006,2730615.6,39.5260021881757,0.9986047788038798,C,Intermittent,-0.8405455138703585,Melhora,0,0,1.0,2730615.6
2025-07-01,DES_D8183E10,ZMEA,6908403.2,6742623.2,333774.50000000006,2730615.6,39.5260021881757,0.6653233004429078,A,Intermittent,-0.8405455138703585,Melhora,0,1,1.0,2730615.6
2024-12-01,DES_D5109625,ZEMB,10264129.999999998,6989917.7,11503585.899999997,3822661.4999999995,37.24291781183598,0.9776598538899572,C,Smooth,-0.7116894393542568,Melhora,0,0,1.2,4587193.799999999
2025-08-01,DES_C0971FAE,ZEMB,40235.7,52243.8,20990,19777.500000000004,49.154109410299824,1.0000000000000002,C,Smooth,-9.360578050425811,Melhora,0,0,1.2,23733.000000000004
2024-12-01,DES_FE1875EF,ZDIP,427.4,373.8,19388.7,53.599999999999966,12.540945250350951,0.9999999999999998,C,Intermittent,8.469440388560182,Piora,0,0,1.1,58.959999999999965
2025-04-01,DES_D8183E10,ZDIP,45786.100000000006,32007.6,1750380.5,20386.5,44.525521937880704,0.9995204875216867,C,Intermittent,-0.8405455138703585,Melhora,0,0,1.1,22425.15
2025-04-01,DES_D8183E10,ZDIP,45786.100000000006,32007.6,1750380.5,20386.5,44.525521937880704,0.9980401167454159,C,Intermittent,-0.8405455138703585,Melhora,0,0,1.1,22425.15
2025-04-01,DES_D8183E10,ZDIP,45786.100000000006,32007.6,1750380.5,20386.5,44.525521937880704,0.6933120692086467,A,Intermittent,-0.8405455138703585,Melhora,0,1,1.1,22425.15
2025-07-01,DES_D8183E10,ZEMB,75887365.89999999,55967530.70000004,69890806.99999999,38144519.19999999,50.26465044295336,0.9994380683104426,C,Intermittent,-0.8405455138703585,Melhora,0,0,1.2,45773423.039999984
2025-07-01,DES_D8183E10,ZEMB,75887365.89999999,55967530.70000004,69890806.99999999,38144519.19999999,50.26465044295336,0.9986047788038798,C,Intermittent,-0.8405455138703585,Melhora,0,0,1.2,45773423.039999984
2025-07-01,DES_D8183E10,ZEMB,75887365.89999999,55967530.70000004,69890806.99999999,38144519.19999999,50.26465044295336,0.6653233004429078,A,Intermittent,-0.8405455138703585,Melhora,0,1,1.2,45773423.039999984
2025-05-01,DES_D8183E10,ZEMB,58828131.219999984,55903024.20000002,75852957.29999997,36845436.379999995,62.63234207153182,0.9999873289380676,C,Intermittent,-0.8405455138703585,Melhora,0,0,1.2,44214523.655999996
2025-05-01,DES_D8183E10,ZEMB,58828131.219999984,55903024.20000002,75852957.29999997,36845436.379999995,62.63234207153182,0.9980241337725433,C,Intermittent,-0.8405455138703585,Melhora,0,0,1.2,44214523.655999996
2025-05-01,DES_D8183E10,ZEMB,58828131.219999984,55903024.20000002,75852957.29999997,36845436.379999995,62.63234207153182,0.677076112055019,A,Intermittent,-0.8405455138703585,Melhora,0,1,1.2,44214523.655999996
